,,,,,,,,,159674,1
,,,,,,,,,143002,1
,,,,,,,,,124744,1
,,,,,,,,,151049,1
,,,,,,,,,155101,1
,,,,,,,,,152142,1
,,,,,,,,,148902,1
,,,,,,,,,135270,1
,,,,,,,,,103079,1
,,,,,,,,,155102,1
,,,,,,,,,139865,1
,,,,,,,,,85471,1
,,,,,,,,,106656,1
,,,,,,,,,116814,1
,,,,,,,,,59344,1
,,,,,,,,,5042,1
,,,,,,,,,30591,1
,,,,,,,,,104755,1
,,,,,,,,,32944,1
,,,,,,,,,109949,1
,,,,,,,,,112464,1
,,,,,,,,,8264,1
,,,,,,,,,173646,1
,,,,,,,,,173175,1
,,,,,,,,,29341,1
,,,,,,,,,160025,1
,,,,,,,,,170432,1
,,,,,,,,,171256_001,1
,,,,,,,,,171256_002,1
,,,,,,,,,139171_001,1
,,,,,,,,,139171_002,1
,,,,,,,,,139171_003,1
,,,,,,,,,139171_004,1
,,,,,,,,,139171_005,1
,,,,,,,,,139171_006,1
,,,,,,,,,139171_007,1
,,,,,,,,,139171_008,1
,,,,,,,,,139171_009,1
,,,,,,,,,139171_010,1
,,,,,,,,,150925_001,1
,,,,,,,,,150925_002,1
,,,,,,,,,150925_003,1
,,,,,,,,,140455_001,1
,,,,,,,,,140455_002,1
,,,,,,,,,140455_003,1
,,,,,,,,,140455_004,1
,,,,,,,,,140455_005,1
,,,,,,,,,93292_004,1
,,,,,,,,,93292_006,1
,,,,,,,,,93292_010,1
,,,,,,,,,93292_011,1
,,,,,,,,,93292_012,1
,,,,,,,,,93292_013,1
,,,,,,,,,93292_015,1
,,,,,,,,,93292_017,1
,,,,,,,,,149806_003,1
,,,,,,,,,151124_001,1
,,,,,,,,,151124_002,1
,,,,,,,,,155271_001,1
,,,,,,,,,151926_001,1
,,,,,,,,,151926_002,1
,,,,,,,,,151926_003,1
,,,,,,,,,151926_004,1
,,,,,,,,,151926_005,1
,,,,,,,,,157973_001,1
,,,,,,,,,157973_002,1
,,,,,,,,,141641_001,1
,,,,,,,,,141641_002,1
,,,,,,,,,141641_003,1
,,,,,,,,,141641_004,1
,,,,,,,,,141641_006,1
,,,,,,,,,140674_002,1
,,,,,,,,,140674_003,1
,,,,,,,,,140674_004,1
,,,,,,,,,140674_005,1
,,,,,,,,,140674_006,1
,,,,,,,,,140674_007,1
,,,,,,,,,140674_008,1
,,,,,,,,,151352_001,1
,,,,,,,,,137521_001,1
,,,,,,,,,137521_002,1
,,,,,,,,,137521_003,1
,,,,,,,,,137521_004,1
,,,,,,,,,137521_005,1
,,,,,,,,,137521_006,1
,,,,,,,,,137521_007,1
,,,,,,,,,137521_008,1
,,,,,,,,,137521_009,1
,,,,,,,,,137521_010,1
,,,,,,,,,164016_002,1
,,,,,,,,,164016_002,1
,,,,,,,,,149609_001,1
,,,,,,,,,149609_002,1
,,,,,,,,,149609_003,1
,,,,,,,,,147967_001,1
,,,,,,,,,147967_002,1
,,,,,,,,,169661_001,1
,,,,,,,,,169661_002,1
,,,,,,,,,136969_001,1
,,,,,,,,,136969_002,1
,,,,,,,,,136969_003,1
,,,,,,,,,136969_004,1
,,,,,,,,,136969_005,1
,,,,,,,,,136969_006,1
,,,,,,,,,136969_007,1
,,,,,,,,,136969_008,1
,,,,,,,,,136969_009,1
,,,,,,,,,136969_010,1
,,,,,,,,,136969_011,1
,,,,,,,,,136969_012,1
,,,,,,,,,169661_001,1
,,,,,,,,,169661_002,1
,,,,,,,,,171256_001,1
,,,,,,,,,171256_002,1
,,,,,,,,,138896_001,1
,,,,,,,,,138896_002,1
,,,,,,,,,138896_003,1
,,,,,,,,,147967_001,1
,,,,,,,,,147967_002,1
,,,,,,,,,93292_004,1
,,,,,,,,,93292_006,1
,,,,,,,,,93292_010,1
,,,,,,,,,93292_011,1
,,,,,,,,,93292_012,1
,,,,,,,,,93292_013,1
,,,,,,,,,93292_015,1
,,,,,,,,,93292_017,1
,,,,,,,,,149609_001,1
,,,,,,,,,149609_002,1
,,,,,,,,,149609_003,1
,,,,,,,,,137521_001,1
,,,,,,,,,137521_002,1
,,,,,,,,,137521_003,1
,,,,,,,,,137521_004,1
,,,,,,,,,137521_005,1
,,,,,,,,,137521_006,1
,,,,,,,,,137521_007,1
