連番,登録ＣＤ,結果,快活並び,1巻ISBN,ＪＡＮ,コNo,ジャンル,タイトル,巻,完,出版社,著者,シリーズ,コメント
1,4-08-870205-0,,175,4-08-870205-0,9784088702056,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,1,,集英社,矢吹健太朗,ジャンプコミックス,
2,4-08-870264-6,,174,4-08-870205-0,9784088702643,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,2,,集英社,矢吹健太朗,ジャンプコミックス,
3,4-08-870341-3,,173,4-08-870205-0,9784088703411,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,3,,集英社,矢吹健太朗,ジャンプコミックス,
4,4-08-870394-4,,172,4-08-870205-0,9784088703947,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,4,,集英社,矢吹健太朗,ジャンプコミックス,
5,4-08-870487-8,,171,4-08-870205-0,9784088704876,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,5,,集英社,矢吹健太朗,ジャンプコミックス,
6,4-08-870559-9,,170,4-08-870205-0,9784088705590,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,6,,集英社,矢吹健太朗,ジャンプコミックス,
7,4-08-870654-4,,169,4-08-870205-0,9784088706542,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,7,,集英社,矢吹健太朗,ジャンプコミックス,
8,4-08-870790-7,,168,4-08-870205-0,9784088707907,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,8,,集英社,矢吹健太朗,ジャンプコミックス,
9,4-08-870865-2,,167,4-08-870205-0,9784088708652,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,9,,集英社,矢吹健太朗,ジャンプコミックス,
10,4-08-880051-6,,166,4-08-870205-0,9784088800516,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,10,,集英社,矢吹健太朗,ジャンプコミックス,
11,4-08-880160-1,,165,4-08-870205-0,9784088801605,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,11,,集英社,矢吹健太朗,ジャンプコミックス,
12,4-08-880231-4,,164,4-08-870205-0,9784088802312,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,12,,集英社,矢吹健太朗,ジャンプコミックス,
13,4-08-880410-4,,163,4-08-870205-0,9784088804101,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,13,,集英社,矢吹健太朗,ジャンプコミックス,
14,4-08-880469-4,,162,4-08-870205-0,9784088804699,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,14,,集英社,矢吹健太朗,ジャンプコミックス,
15,4-08-880589-5,,161,4-08-870205-0,9784088805894,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,15,,集英社,矢吹健太朗,ジャンプコミックス,
16,4-08-880729-4,,160,4-08-870205-0,9784088807294,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,16,,集英社,矢吹健太朗,ジャンプコミックス,
17,4-08-880828-2,,159,4-08-870205-0,9784088808284,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,17,,集英社,矢吹健太朗,ジャンプコミックス,
18,4-08-881053-8,,158,4-08-870205-0,9784088810539,102922,S1,ＴｏＬＯＶＥる－とらぶる－ ダークネス,18,完,集英社,矢吹健太朗,ジャンプコミックス,
19,4-06-512432-8,,1027,4-06-512432-8,9784065124321,140268,B1,はしっこアンサンブル,1,,講談社,木尾士目,アフタヌーンＫＣ,
20,4-06-514747-6,,1026,4-06-512432-8,9784065147474,140268,B1,はしっこアンサンブル,2,,講談社,木尾士目,アフタヌーンＫＣ,
21,4-06-516972-0,,1025,4-06-512432-8,9784065169728,140268,B1,はしっこアンサンブル,3,,講談社,木尾士目,アフタヌーンＫＣ,
22,4-06-518877-6,,1024,4-06-512432-8,9784065188774,140268,B1,はしっこアンサンブル,4,,講談社,木尾士目,アフタヌーンＫＣ,
23,4-06-520733-9,,1023,4-06-512432-8,9784065207338,140268,B1,はしっこアンサンブル,5,,講談社,木尾士目,アフタヌーンＫＣ,
24,4-06-522498-5,,1022,4-06-512432-8,9784065224984,140268,B1,はしっこアンサンブル,6,,講談社,木尾士目,アフタヌーンＫＣ,
25,4-06-524815-9,,1021,4-06-512432-8,9784065248157,140268,B1,はしっこアンサンブル,7,,講談社,木尾士目,アフタヌーンＫＣ,
26,4-06-527298-X,,1020,4-06-512432-8,9784065272985,140268,B1,はしっこアンサンブル,8,完,講談社,木尾士目,アフタヌーンＫＣ,
27,4-06-394992-3,,424,4-06-394992-3,9784063949926,116764,S1,ふらいんぐうぃっち,1,,講談社,石塚千尋,週マガＫＣ,
28,4-06-395095-6,,423,4-06-394992-3,9784063950953,116764,S1,ふらいんぐうぃっち,2,,講談社,石塚千尋,週マガＫＣ,
29,4-06-395363-7,,422,4-06-394992-3,9784063953633,116764,S1,ふらいんぐうぃっち,3,,講談社,石塚千尋,週マガＫＣ,
30,4-06-395635-0,,421,4-06-394992-3,9784063956351,116764,S1,ふらいんぐうぃっち,4,,講談社,石塚千尋,週マガＫＣ,
31,4-06-395790-X,,420,4-06-394992-3,9784063957907,116764,S1,ふらいんぐうぃっち,5,,講談社,石塚千尋,週マガＫＣ,
32,4-06-510183-2,,419,4-06-394992-3,9784065101834,116764,S1,ふらいんぐうぃっち,6,,講談社,石塚千尋,週マガＫＣ,
33,4-06-512323-2,,418,4-06-394992-3,9784065123232,116764,S1,ふらいんぐうぃっち,7,,講談社,石塚千尋,週マガＫＣ,
34,4-06-516285-8,,417,4-06-394992-3,9784065162859,116764,S1,ふらいんぐうぃっち,8,,講談社,石塚千尋,週マガＫＣ,
35,4-06-519382-6,,416,4-06-394992-3,9784065193822,116764,S1,ふらいんぐうぃっち,9,,講談社,石塚千尋,週マガＫＣ,
36,4-06-523415-8,,415,4-06-394992-3,9784065234150,116764,S1,ふらいんぐうぃっち,10,,講談社,石塚千尋,週マガＫＣ,
37,4-06-528167-9,,414,4-06-394992-3,9784065281673,116764,S1,ふらいんぐうぃっち,11,,講談社,石塚千尋,週マガＫＣ,
38,4-06-531871-8,,413,4-06-394992-3,9784065318713,116764,S1,ふらいんぐうぃっち,12,,講談社,石塚千尋,週マガＫＣ,
39,4-06-535786-1,,412,4-06-394992-3,9784065357866,116764,S1,ふらいんぐうぃっち,13,,講談社,石塚千尋,週マガＫＣ,
40,4-06-539743-X,,411,4-06-394992-3,9784065397435,116764,S1,ふらいんぐうぃっち,14,,講談社,石塚千尋,週マガＫＣ,
41,4-09-123371-6,,319,4-09-123371-6,9784091233714,12896,S1,名探偵コナン,1,,小学館,青山剛昌,少年サンデーコミックス,
42,4-09-123372-4,,318,4-09-123371-6,9784091233721,12896,S1,名探偵コナン,2,,小学館,青山剛昌,少年サンデーコミックス,
43,4-09-123373-2,,317,4-09-123371-6,9784091233738,12896,S1,名探偵コナン,3,,小学館,青山剛昌,少年サンデーコミックス,
44,4-09-123374-0,,316,4-09-123371-6,9784091233745,12896,S1,名探偵コナン,4,,小学館,青山剛昌,少年サンデーコミックス,
45,4-09-123375-9,,315,4-09-123371-6,9784091233752,12896,S1,名探偵コナン,5,,小学館,青山剛昌,少年サンデーコミックス,
46,4-09-123376-7,,314,4-09-123371-6,9784091233769,12896,S1,名探偵コナン,6,,小学館,青山剛昌,少年サンデーコミックス,
47,4-09-123377-5,,313,4-09-123371-6,9784091233776,12896,S1,名探偵コナン,7,,小学館,青山剛昌,少年サンデーコミックス,
48,4-09-123378-3,,312,4-09-123371-6,9784091233783,12896,S1,名探偵コナン,8,,小学館,青山剛昌,少年サンデーコミックス,
49,4-09-123379-1,,311,4-09-123371-6,9784091233790,12896,S1,名探偵コナン,9,,小学館,青山剛昌,少年サンデーコミックス,
50,4-09-123380-5,,310,4-09-123371-6,9784091233806,12896,S1,名探偵コナン,10,,小学館,青山剛昌,少年サンデーコミックス,
51,4-09-125041-6,,309,4-09-123371-6,9784091250414,12896,S1,名探偵コナン,11,,小学館,青山剛昌,少年サンデーコミックス,
52,4-09-125042-4,,308,4-09-123371-6,9784091250421,12896,S1,名探偵コナン,12,,小学館,青山剛昌,少年サンデーコミックス,
53,4-09-125043-2,,307,4-09-123371-6,9784091250438,12896,S1,名探偵コナン,13,,小学館,青山剛昌,少年サンデーコミックス,
54,4-09-125044-0,,306,4-09-123371-6,9784091250445,12896,S1,名探偵コナン,14,,小学館,青山剛昌,少年サンデーコミックス,
55,4-09-125045-9,,305,4-09-123371-6,9784091250452,12896,S1,名探偵コナン,15,,小学館,青山剛昌,少年サンデーコミックス,
56,4-09-125046-7,,304,4-09-123371-6,9784091250469,12896,S1,名探偵コナン,16,,小学館,青山剛昌,少年サンデーコミックス,
57,4-09-125047-5,,303,4-09-123371-6,9784091250476,12896,S1,名探偵コナン,17,,小学館,青山剛昌,少年サンデーコミックス,
58,4-09-125048-3,,302,4-09-123371-6,9784091250483,12896,S1,名探偵コナン,18,,小学館,青山剛昌,少年サンデーコミックス,
59,4-09-125049-1,,301,4-09-123371-6,9784091250490,12896,S1,名探偵コナン,19,,小学館,青山剛昌,少年サンデーコミックス,
60,4-09-125050-5,,300,4-09-123371-6,9784091250506,12896,S1,名探偵コナン,20,,小学館,青山剛昌,少年サンデーコミックス,
61,4-09-125491-8,,299,4-09-123371-6,9784091254917,12896,S1,名探偵コナン,21,,小学館,青山剛昌,少年サンデーコミックス,
62,4-09-125492-6,,298,4-09-123371-6,9784091254924,12896,S1,名探偵コナン,22,,小学館,青山剛昌,少年サンデーコミックス,
63,4-09-125493-4,,297,4-09-123371-6,9784091254931,12896,S1,名探偵コナン,23,,小学館,青山剛昌,少年サンデーコミックス,
64,4-09-125494-2,,296,4-09-123371-6,9784091254948,12896,S1,名探偵コナン,24,,小学館,青山剛昌,少年サンデーコミックス,
65,4-09-125495-0,,295,4-09-123371-6,9784091254955,12896,S1,名探偵コナン,25,,小学館,青山剛昌,少年サンデーコミックス,
66,4-09-125496-9,,294,4-09-123371-6,9784091254962,12896,S1,名探偵コナン,26,,小学館,青山剛昌,少年サンデーコミックス,
67,4-09-125497-7,,293,4-09-123371-6,9784091254979,12896,S1,名探偵コナン,27,,小学館,青山剛昌,少年サンデーコミックス,
68,4-09-125498-5,,292,4-09-123371-6,9784091254986,12896,S1,名探偵コナン,28,,小学館,青山剛昌,少年サンデーコミックス,
69,4-09-125499-3,,291,4-09-123371-6,9784091254993,12896,S1,名探偵コナン,29,,小学館,青山剛昌,少年サンデーコミックス,
70,4-09-125500-0,,290,4-09-123371-6,9784091255006,12896,S1,名探偵コナン,30,,小学館,青山剛昌,少年サンデーコミックス,
71,4-09-126161-2,,289,4-09-123371-6,9784091261618,12896,S1,名探偵コナン,31,,小学館,青山剛昌,少年サンデーコミックス,
72,4-09-126162-0,,288,4-09-123371-6,9784091261625,12896,S1,名探偵コナン,32,,小学館,青山剛昌,少年サンデーコミックス,
73,4-09-126163-9,,287,4-09-123371-6,9784091261632,12896,S1,名探偵コナン,33,,小学館,青山剛昌,少年サンデーコミックス,
74,4-09-126164-7,,286,4-09-123371-6,9784091261649,12896,S1,名探偵コナン,34,,小学館,青山剛昌,少年サンデーコミックス,
75,4-09-126165-5,,285,4-09-123371-6,9784091261656,12896,S1,名探偵コナン,35,,小学館,青山剛昌,少年サンデーコミックス,
76,4-09-126166-3,,284,4-09-123371-6,9784091261663,12896,S1,名探偵コナン,36,,小学館,青山剛昌,少年サンデーコミックス,
77,4-09-126167-1,,283,4-09-123371-6,9784091261670,12896,S1,名探偵コナン,37,,小学館,青山剛昌,少年サンデーコミックス,
78,4-09-126168-X,,282,4-09-123371-6,9784091261687,12896,S1,名探偵コナン,38,,小学館,青山剛昌,少年サンデーコミックス,
79,4-09-126169-8,,281,4-09-123371-6,9784091261694,12896,S1,名探偵コナン,39,,小学館,青山剛昌,少年サンデーコミックス,
80,4-09-126170-1,,280,4-09-123371-6,9784091261700,12896,S1,名探偵コナン,40,,小学館,青山剛昌,少年サンデーコミックス,
81,4-09-126411-5,,279,4-09-123371-6,9784091264114,12896,S1,名探偵コナン,41,,小学館,青山剛昌,少年サンデーコミックス,
82,4-09-126412-3,,278,4-09-123371-6,9784091264121,12896,S1,名探偵コナン,42,,小学館,青山剛昌,少年サンデーコミックス,
83,4-09-126413-1,,277,4-09-123371-6,9784091264138,12896,S1,名探偵コナン,43,,小学館,青山剛昌,少年サンデーコミックス,
84,4-09-126414-X,,276,4-09-123371-6,9784091264145,12896,S1,名探偵コナン,44,,小学館,青山剛昌,少年サンデーコミックス,
85,4-09-126415-8,,275,4-09-123371-6,9784091264152,12896,S1,名探偵コナン,45,,小学館,青山剛昌,少年サンデーコミックス,
86,4-09-126416-6,,274,4-09-123371-6,9784091264169,12896,S1,名探偵コナン,46,,小学館,青山剛昌,少年サンデーコミックス,
87,4-09-126417-4,,273,4-09-123371-6,9784091264176,12896,S1,名探偵コナン,47,,小学館,青山剛昌,少年サンデーコミックス,
88,4-09-126418-2,,272,4-09-123371-6,9784091264183,12896,S1,名探偵コナン,48,,小学館,青山剛昌,少年サンデーコミックス,
89,4-09-126419-0,,271,4-09-123371-6,9784091264190,12896,S1,名探偵コナン,49,,小学館,青山剛昌,少年サンデーコミックス,
90,4-09-126420-4,,270,4-09-123371-6,9784091264206,12896,S1,名探偵コナン,50,,小学館,青山剛昌,少年サンデーコミックス,
91,4-09-127361-0,,269,4-09-123371-6,9784091273611,12896,S1,名探偵コナン,51,,小学館,青山剛昌,少年サンデーコミックス,
92,4-09-120026-5,,268,4-09-123371-6,9784091200266,12896,S1,名探偵コナン,52,,小学館,青山剛昌,少年サンデーコミックス,
93,4-09-120110-5,,267,4-09-123371-6,9784091201102,12896,S1,名探偵コナン,53,,小学館,青山剛昌,少年サンデーコミックス,
94,4-09-120377-9,,266,4-09-123371-6,9784091203779,12896,S1,名探偵コナン,54,,小学館,青山剛昌,少年サンデーコミックス,
95,4-09-120628-X,,265,4-09-123371-6,9784091206282,12896,S1,名探偵コナン,55,,小学館,青山剛昌,少年サンデーコミックス,
96,4-09-120706-5,,264,4-09-123371-6,9784091207067,12896,S1,名探偵コナン,56,,小学館,青山剛昌,少年サンデーコミックス,
97,4-09-121110-0,,263,4-09-123371-6,9784091211101,12896,S1,名探偵コナン,57,,小学館,青山剛昌,少年サンデーコミックス,
98,4-09-121155-0,,262,4-09-123371-6,9784091211552,12896,S1,名探偵コナン,58,,小学館,青山剛昌,少年サンデーコミックス,
99,4-09-121199-2,,261,4-09-123371-6,9784091211996,12896,S1,名探偵コナン,59,,小学館,青山剛昌,少年サンデーコミックス,
100,4-09-121266-2,,260,4-09-123371-6,9784091212665,12896,S1,名探偵コナン,60,,小学館,青山剛昌,少年サンデーコミックス,
101,4-09-121340-5,,259,4-09-123371-6,9784091213402,12896,S1,名探偵コナン,61,,小学館,青山剛昌,少年サンデーコミックス,
102,4-09-121464-9,,258,4-09-123371-6,9784091214645,12896,S1,名探偵コナン,62,,小学館,青山剛昌,少年サンデーコミックス,
103,4-09-121513-0,,257,4-09-123371-6,9784091215130,12896,S1,名探偵コナン,63,,小学館,青山剛昌,少年サンデーコミックス,
104,4-09-121892-X,,256,4-09-123371-6,9784091218926,12896,S1,名探偵コナン,64,,小学館,青山剛昌,少年サンデーコミックス,
105,4-09-121717-6,,255,4-09-123371-6,9784091217172,12896,S1,名探偵コナン,65,,小学館,青山剛昌,少年サンデーコミックス,
106,4-09-122048-7,,254,4-09-123371-6,9784091220486,12896,S1,名探偵コナン,66,,小学館,青山剛昌,少年サンデーコミックス,
107,4-09-122146-7,,253,4-09-123371-6,9784091221469,12896,S1,名探偵コナン,67,,小学館,青山剛昌,少年サンデーコミックス,
108,4-09-122290-0,,252,4-09-123371-6,9784091222909,12896,S1,名探偵コナン,68,,小学館,青山剛昌,少年サンデーコミックス,
109,4-09-122500-4,,251,4-09-123371-6,9784091225009,12896,S1,名探偵コナン,69,,小学館,青山剛昌,少年サンデーコミックス,
110,4-09-122658-2,,250,4-09-123371-6,9784091226587,12896,S1,名探偵コナン,70,,小学館,青山剛昌,少年サンデーコミックス,
111,4-09-122780-5,,249,4-09-123371-6,9784091227805,12896,S1,名探偵コナン,71,,小学館,青山剛昌,少年サンデーコミックス,
112,4-09-122898-4,,248,4-09-123371-6,9784091228987,12896,S1,名探偵コナン,72,,小学館,青山剛昌,少年サンデーコミックス,
113,4-09-123235-3,,247,4-09-123371-6,9784091232359,12896,S1,名探偵コナン,73,,小学館,青山剛昌,少年サンデーコミックス,
114,4-09-123428-3,,246,4-09-123371-6,9784091234285,12896,S1,名探偵コナン,74,,小学館,青山剛昌,少年サンデーコミックス,
115,4-09-123619-7,,245,4-09-123371-6,9784091236197,12896,S1,名探偵コナン,75,,小学館,青山剛昌,少年サンデーコミックス,
116,4-09-123738-X,,244,4-09-123371-6,9784091237385,12896,S1,名探偵コナン,76,,小学館,青山剛昌,少年サンデーコミックス,
117,4-09-123806-8,,243,4-09-123371-6,9784091238061,12896,S1,名探偵コナン,77,,小学館,青山剛昌,少年サンデーコミックス,
118,4-09-124031-3,,242,4-09-123371-6,9784091240316,12896,S1,名探偵コナン,78,,小学館,青山剛昌,少年サンデーコミックス,
119,4-09-124291-X,,241,4-09-123371-6,9784091242914,12896,S1,名探偵コナン,79,,小学館,青山剛昌,少年サンデーコミックス,
120,4-09-124324-X,,240,4-09-123371-6,9784091243249,12896,S1,名探偵コナン,80,,小学館,青山剛昌,少年サンデーコミックス,
121,4-09-124499-8,,239,4-09-123371-6,9784091244994,12896,S1,名探偵コナン,81,,小学館,青山剛昌,少年サンデーコミックス,
122,4-09-124551-X,,238,4-09-123371-6,9784091245519,12896,S1,名探偵コナン,82,,小学館,青山剛昌,少年サンデーコミックス,
123,4-09-124620-6,,237,4-09-123371-6,9784091246202,12896,S1,名探偵コナン,83,,小学館,青山剛昌,少年サンデーコミックス,
124,4-09-125028-9,,236,4-09-123371-6,9784091250285,12896,S1,名探偵コナン,84,,小学館,青山剛昌,少年サンデーコミックス,
125,4-09-125376-8,,235,4-09-123371-6,9784091253767,12896,S1,名探偵コナン,85,,小学館,青山剛昌,少年サンデーコミックス,
126,4-09-125817-4,,234,4-09-123371-6,9784091258175,12896,S1,名探偵コナン,86,,小学館,青山剛昌,少年サンデーコミックス,
127,4-09-126209-0,,233,4-09-123371-6,9784091262097,12896,S1,名探偵コナン,87,,小学館,青山剛昌,少年サンデーコミックス,
128,4-09-126540-5,,232,4-09-123371-6,9784091265401,12896,S1,名探偵コナン,88,,小学館,青山剛昌,少年サンデーコミックス,
129,4-09-127089-1,,231,4-09-123371-6,9784091270894,12896,S1,名探偵コナン,89,,小学館,青山剛昌,少年サンデーコミックス,
130,4-09-127330-0,,230,4-09-123371-6,9784091273307,12896,S1,名探偵コナン,90,,小学館,青山剛昌,少年サンデーコミックス,
131,4-09-127430-7,,229,4-09-123371-6,9784091274304,12896,S1,名探偵コナン,91,,小学館,青山剛昌,少年サンデーコミックス,
132,4-09-127553-2,,228,4-09-123371-6,9784091275530,12896,S1,名探偵コナン,92,,小学館,青山剛昌,少年サンデーコミックス,
133,4-09-127671-7,,227,4-09-123371-6,9784091276711,12896,S1,名探偵コナン,93,,小学館,青山剛昌,少年サンデーコミックス,
134,4-09-127883-3,,226,4-09-123371-6,9784091278838,12896,S1,名探偵コナン,94,,小学館,青山剛昌,少年サンデーコミックス,
135,4-09-128560-0,,225,4-09-123371-6,9784091285607,12896,S1,名探偵コナン,95,,小学館,青山剛昌,少年サンデーコミックス,
136,4-09-129179-1,,224,4-09-123371-6,9784091291790,12896,S1,名探偵コナン,96,,小学館,青山剛昌,少年サンデーコミックス,
137,4-09-129449-9,,223,4-09-123371-6,9784091294494,12896,S1,名探偵コナン,97,,小学館,青山剛昌,少年サンデーコミックス,
138,4-09-850059-0,,222,4-09-123371-6,9784098500598,12896,S1,名探偵コナン,98,,小学館,青山剛昌,少年サンデーコミックス,
139,4-09-850513-4,,221,4-09-123371-6,9784098505135,12896,S1,名探偵コナン,99,,小学館,青山剛昌,少年サンデーコミックス,
140,4-09-850717-X,,220,4-09-123371-6,9784098507177,12896,S1,名探偵コナン,100,,小学館,青山剛昌,少年サンデーコミックス,
141,4-09-851054-5,,219,4-09-123371-6,9784098510542,12896,S1,名探偵コナン,101,,小学館,青山剛昌,少年サンデーコミックス,
142,4-09-851255-6,,218,4-09-123371-6,9784098512553,12896,S1,名探偵コナン,102,,小学館,青山剛昌,少年サンデーコミックス,
143,4-09-852026-5,,217,4-09-123371-6,9784098520268,12896,S1,名探偵コナン,103,,小学館,青山剛昌,少年サンデーコミックス,
144,4-09-852850-9,,216,4-09-123371-6,9784098528509,12896,S1,名探偵コナン,104,,小学館,青山剛昌,少年サンデーコミックス,
145,4-09-853217-4,,215,4-09-123371-6,9784098532179,12896,S1,名探偵コナン,105,,小学館,青山剛昌,少年サンデーコミックス,
146,4-09-853633-1,,214,4-09-123371-6,9784098536337,12896,S1,名探偵コナン,106,,小学館,青山剛昌,少年サンデーコミックス,
147,4-09-854079-7,,213,4-09-123371-6,9784098540792,12896,S1,名探偵コナン,107,,小学館,青山剛昌,少年サンデーコミックス,
148,4-09-854532-2,,212,4-09-123371-6,9784098545322,12896,S1,名探偵コナン,108,,小学館,青山剛昌,少年サンデーコミックス,
149,4-06-519380-X,,879,4-06-519380-X,9784065193808,148672,S1,カッコウの許嫁,1,,講談社,吉河美希,講談社コミックス,
150,4-06-520108-X,,878,4-06-519380-X,9784065201084,148672,S1,カッコウの許嫁,2,,講談社,吉河美希,講談社コミックス,
151,4-06-520597-2,,877,4-06-519380-X,9784065205976,148672,S1,カッコウの許嫁,3,,講談社,吉河美希,講談社コミックス,
152,4-06-521254-5,,876,4-06-519380-X,9784065212547,148672,S1,カッコウの許嫁,4,,講談社,吉河美希,講談社コミックス,
153,4-06-521642-7,,875,4-06-519380-X,9784065216422,148672,S1,カッコウの許嫁,5,,講談社,吉河美希,講談社コミックス,
154,4-06-522522-1,,874,4-06-519380-X,9784065225226,148672,S1,カッコウの許嫁,6,,講談社,吉河美希,講談社コミックス,
155,4-06-523580-4,,873,4-06-519380-X,9784065235805,148672,S1,カッコウの許嫁,7,,講談社,吉河美希,講談社コミックス,
156,4-06-524837-X,,872,4-06-519380-X,9784065248379,148672,S1,カッコウの許嫁,8,,講談社,吉河美希,講談社コミックス,
157,4-06-526000-0,,871,4-06-519380-X,9784065260005,148672,S1,カッコウの許嫁,9,,講談社,吉河美希,講談社コミックス,
158,4-06-526602-5,,870,4-06-519380-X,9784065266021,148672,S1,カッコウの許嫁,10,,講談社,吉河美希,講談社コミックス,
159,4-06-527283-1,,869,4-06-519380-X,9784065272831,148672,S1,カッコウの許嫁,11,,講談社,吉河美希,講談社コミックス,
160,4-06-527918-6,,868,4-06-519380-X,9784065279182,148672,S1,カッコウの許嫁,12,,講談社,吉河美希,講談社コミックス,
161,4-06-528431-7,,867,4-06-519380-X,9784065284315,148672,S1,カッコウの許嫁,13,,講談社,吉河美希,講談社コミックス,
162,4-06-529488-6,,866,4-06-519380-X,9784065294888,148672,S1,カッコウの許嫁,14,,講談社,吉河美希,講談社コミックス,
163,4-06-529937-3,,865,4-06-519380-X,9784065299371,148672,S1,カッコウの許嫁,15,,講談社,吉河美希,講談社コミックス,
164,4-06-530628-0,,864,4-06-519380-X,9784065306284,148672,S1,カッコウの許嫁,16,,講談社,吉河美希,講談社コミックス,
165,4-06-531584-0,,863,4-06-519380-X,9784065315842,148672,S1,カッコウの許嫁,17,,講談社,吉河美希,講談社コミックス,
166,4-06-532608-7,,862,4-06-519380-X,9784065326084,148672,S1,カッコウの許嫁,18,,講談社,吉河美希,講談社コミックス,
167,4-06-533151-X,,861,4-06-519380-X,9784065331514,148672,S1,カッコウの許嫁,19,,講談社,吉河美希,講談社コミックス,
168,4-06-533885-9,,860,4-06-519380-X,9784065338858,148672,S1,カッコウの許嫁,20,,講談社,吉河美希,講談社コミックス,
169,4-06-534567-7,,859,4-06-519380-X,9784065345672,148672,S1,カッコウの許嫁,21,,講談社,吉河美希,講談社コミックス,
170,4-06-535176-6,,858,4-06-519380-X,9784065351765,148672,S1,カッコウの許嫁,22,,講談社,吉河美希,講談社コミックス,
171,4-06-536159-1,,857,4-06-519380-X,9784065361597,148672,S1,カッコウの許嫁,23,,講談社,吉河美希,講談社コミックス,
172,4-06-536771-9,,856,4-06-519380-X,9784065367711,148672,S1,カッコウの許嫁,24,,講談社,吉河美希,講談社コミックス,
173,4-06-537440-5,,855,4-06-519380-X,9784065374405,148672,S1,カッコウの許嫁,25,,講談社,吉河美希,講談社コミックス,
174,4-06-538066-9,,854,4-06-519380-X,9784065380666,148672,S1,カッコウの許嫁,26,,講談社,吉河美希,講談社コミックス,
175,4-06-539100-8,,853,4-06-519380-X,9784065391006,148672,S1,カッコウの許嫁,27,,講談社,吉河美希,講談社コミックス,
176,4-06-539764-2,,852,4-06-519380-X,9784065397640,148672,S1,カッコウの許嫁,28,,講談社,吉河美希,講談社コミックス,
177,4-06-540371-5,,851,4-06-519380-X,9784065403716,148672,S1,カッコウの許嫁,29,,講談社,吉河美希,講談社コミックス,
178,4-06-541557-8,,850,4-06-519380-X,9784065415573,148672,S1,カッコウの許嫁,30,,講談社,吉河美希,講談社コミックス,
179,4-06-542209-4,,849,4-06-519380-X,9784065422090,148672,S1,カッコウの許嫁,31,,講談社,吉河美希,講談社コミックス,
180,4-06-543001-1,,848,4-06-519380-X,9784065430019,148672,S1,カッコウの許嫁,32,,講談社,吉河美希,講談社コミックス,
181,4-06-511209-5,,468,4-06-511209-5,9784065112090,138634,S1,中華一番！極,1,,講談社,小川悦司,週マガＫＣ,
182,4-06-512181-7,,467,4-06-511209-5,9784065121818,138634,S1,中華一番！極,2,,講談社,小川悦司,週マガＫＣ,
183,4-06-513478-1,,466,4-06-511209-5,9784065134788,138634,S1,中華一番！極,3,,講談社,小川悦司,週マガＫＣ,
184,4-06-514867-7,,465,4-06-511209-5,9784065148679,138634,S1,中華一番！極,4,,講談社,小川悦司,週マガＫＣ,
185,4-06-516228-9,,464,4-06-511209-5,9784065162286,138634,S1,中華一番！極,5,,講談社,小川悦司,週マガＫＣ,
186,4-06-517541-0,,463,4-06-511209-5,9784065175415,138634,S1,中華一番！極,6,,講談社,小川悦司,週マガＫＣ,
187,4-06-518690-0,,462,4-06-511209-5,9784065186909,138634,S1,中華一番！極,7,,講談社,小川悦司,週マガＫＣ,
188,4-06-521250-2,,461,4-06-511209-5,9784065212509,138634,S1,中華一番！極,8,,講談社,小川悦司,週マガＫＣ,
189,4-06-522660-0,,460,4-06-511209-5,9784065226605,138634,S1,中華一番！極,9,,講談社,小川悦司,週マガＫＣ,
190,4-06-524472-2,,459,4-06-511209-5,9784065244722,138634,S1,中華一番！極,10,,講談社,小川悦司,週マガＫＣ,
191,4-06-526590-8,,458,4-06-511209-5,9784065265901,138634,S1,中華一番！極,11,,講談社,小川悦司,週マガＫＣ,
192,4-06-528164-4,,457,4-06-511209-5,9784065281642,138634,S1,中華一番！極,12,,講談社,小川悦司,週マガＫＣ,
193,4-06-529644-7,,456,4-06-511209-5,9784065296448,138634,S1,中華一番！極,13,,講談社,小川悦司,週マガＫＣ,
194,4-06-531230-2,,455,4-06-511209-5,9784065312308,138634,S1,中華一番！極,14,,講談社,小川悦司,週マガＫＣ,
195,4-06-532841-1,,454,4-06-511209-5,9784065328415,138634,S1,中華一番！極,15,,講談社,小川悦司,週マガＫＣ,
196,4-06-534521-9,,453,4-06-511209-5,9784065345214,138634,S1,中華一番！極,16,,講談社,小川悦司,週マガＫＣ,
197,4-06-536124-9,,452,4-06-511209-5,9784065361245,138634,S1,中華一番！極,17,,講談社,小川悦司,週マガＫＣ,
